level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,first_seen,weeks_open,resolved,parser_rules_version
class,Sex of child enrolled,,unrecognized,False,1,1,NCT04576481,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of newborn,,unrecognized,False,1,1,NCT02148952,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of participant,,unrecognized,False,1,1,NCT03758638,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of provider,,unrecognized,False,1,1,NCT03758638,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex,",,unrecognized,False,1,1,NCT03870997,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, Period 1",,unrecognized,False,1,1,NCT01120028,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, Period 2",,unrecognized,False,1,1,NCT01120028,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/ Gender,,unrecognized,False,1,1,NCT03898557,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender (Count),,unrecognized,False,1,1,NCT06457802,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender (customized),,unrecognized,False,1,1,NCT04133831,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex/Gender not analyzed,,unrecognized,False,1,1,NCT00792922,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex: Infants,,unrecognized,False,1,1,NCT02724774,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex: Mothers,,unrecognized,False,1,1,NCT02724774,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual Function Score,,unrecognized,False,1,1,NCT03716739,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sexual Violence Vict. ""COSTS""",,unrecognized,False,1,1,NCT03726437,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sexual Violence Vict. ""SOTS""",,unrecognized,False,1,1,NCT03726437,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual activity,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual encounter attempts,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual interest,,unrecognized,False,1,1,NCT03624972,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,She/Her/Hers,,unrecognized,False,1,1,NCT03177148,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Siblings,,unrecognized,False,1,1,NCT02873715,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single Dose,,unrecognized,False,1,1,NCT03073213,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single dose,,unrecognized,False,1,1,NCT03570918,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single eyes,,unrecognized,False,1,1,NCT04200651,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Single-blind period,,unrecognized,False,1,1,NCT04424927,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Skills,,unrecognized,False,1,1,NCT06487390,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sleep,,unrecognized,False,1,1,NCT03284307,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,South Africa,,unrecognized,False,1,1,NCT04924660,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Spain,,unrecognized,False,1,1,NCT04924660,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Spinal cord injury individuals,,unrecognized,False,1,1,NCT04083794,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Spouse/Partner,,unrecognized,False,1,1,NCT04737759,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff,,unrecognized,False,1,1,NCT04350866,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff participants,,unrecognized,False,1,1,NCT05255068,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff-Participants,,unrecognized,False,1,1,NCT04855357,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Staff/coaches (for exploratory outcomes),,unrecognized,False,1,1,NCT05132322,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 1 Randomization,,unrecognized,False,1,1,NCT02368002,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 2 DOT,,unrecognized,False,1,1,NCT01960257,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 2 Re-Randomization,,unrecognized,False,1,1,NCT02368002,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 2 Sanofi,,unrecognized,False,1,1,NCT05000216,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 2 WOT,,unrecognized,False,1,1,NCT01960257,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage 3,,unrecognized,False,1,1,NCT05306873,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage A,,unrecognized,False,1,1,NCT04281472,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stage B,,unrecognized,False,1,1,NCT04281472,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stakeholders,,unrecognized,False,1,1,NCT03916146,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stanford,,unrecognized,False,1,1,NCT03369067,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Step 1,,unrecognized,False,1,1,NCT03635788,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Step 2,,unrecognized,False,1,1,NCT03635788,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stepped wedge,,unrecognized,False,1,1,NCT01918072,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Stroke Survivor Participant,,unrecognized,False,1,1,NCT05672628,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student,,unrecognized,False,1,1,NCT05965323,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student Gender,,unrecognized,False,1,1,NCT03740113,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Student participants,,unrecognized,False,1,1,NCT03766906,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Students,,unrecognized,False,6,1,NCT04752189,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Students,,unrecognized,False,1,1,NCT03132805,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study 1,,unrecognized,False,1,1,NCT04169373,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study 1-RYGB vs Caloric Restriction,,unrecognized,False,1,1,NCT02762708,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study 2,,unrecognized,False,1,1,NCT04169373,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Study 2-Exendin (9,39) Amide Study",,unrecognized,False,1,1,NCT02762708,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study A05 Non-autopsy Cases,,unrecognized,False,1,1,NCT03901092,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study A16 Autopsy Cases,,unrecognized,False,1,1,NCT03901092,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study completers,,unrecognized,False,1,1,NCT02349893,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Study dropouts,,unrecognized,False,1,1,NCT02349893,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub Study,,unrecognized,False,1,1,NCT04625725,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-Study,,unrecognized,False,1,1,NCT01970410,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-Study Participants,,unrecognized,False,1,1,NCT02906787,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-population A,,unrecognized,False,1,1,NCT02844439,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-population B,,unrecognized,False,1,1,NCT02844439,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sub-study,,unrecognized,False,1,1,NCT04717934,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Subject 01-001,,unrecognized,False,1,1,NCT02718625,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Subject 01-002,,unrecognized,False,1,1,NCT02718625,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Subject 01-008,,unrecognized,False,1,1,NCT02718625,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy A: Sex/Gender,,unrecognized,False,1,1,NCT04885530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy B: Sex/Gender,,unrecognized,False,1,1,NCT04885530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy C: Sex/Gender,,unrecognized,False,1,1,NCT04885530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy D: Sex/Gender,,unrecognized,False,1,1,NCT04885530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy E: Sex/Gender,,unrecognized,False,1,1,NCT04885530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy F: Sex/Gender,,unrecognized,False,1,1,NCT04885530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy G: Sex/Gender,,unrecognized,False,1,1,NCT04885530,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Successful Sexual Intercourse (Satisfaction),,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Successful sexual Intercourse(Ejaculations),,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Support persons,,unrecognized,False,1,1,NCT04347291,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sustainability,,unrecognized,False,1,1,NCT01875861,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,TNBC,,unrecognized,False,1,1,NCT03004183,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Targeted Children,,unrecognized,False,1,1,NCT02873715,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Teachers,,unrecognized,False,6,1,NCT04752189,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teen Gender,,unrecognized,False,1,1,NCT03521115,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teen Participants,,unrecognized,False,1,1,NCT03506880,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Thailand/Mae Ramat,,unrecognized,False,1,1,NCT00440999,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Thailand/Mae Sot,,unrecognized,False,1,1,NCT00440999,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,The Children's Hospital Colorado Base ED,,unrecognized,False,1,1,NCT01657344,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,The Children's Hospital Colorado Satellite ED,,unrecognized,False,1,1,NCT01657344,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,They/Them/Their,,unrecognized,False,1,1,NCT03177148,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Total Participants,,unrecognized,False,1,1,NCT03078868,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Total Sample,,unrecognized,False,1,1,NCT05374798,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Total score,,unrecognized,False,1,1,NCT00351819,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Training,,unrecognized,False,1,1,NCT06487390,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treated mRCC participants,,unrecognized,False,1,1,NCT05363072,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treatment,,unrecognized,False,1,1,NCT01266291,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 1:0 Ratio,,unrecognized,False,1,1,NCT02797470,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 1:1 Ratio,,unrecognized,False,1,1,NCT02797470,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treatment (Anti-HIV Gene Transduced CD34+ Cells): 5:1 Ratio,,unrecognized,False,1,1,NCT02797470,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treatment Period,,unrecognized,False,1,1,NCT02321098,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treatment-Naive Participants,,unrecognized,False,1,1,NCT02699450,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,USA patients,,unrecognized,False,1,1,NCT02891837,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,UVA,,unrecognized,False,1,1,NCT03369067,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ulcerative colitis,,unrecognized,False,1,1,NCT03834051,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ultrasonic Propulsion,,unrecognized,False,1,1,NCT02028559,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Uncertain,,unrecognized,False,1,1,NCT02929069,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Uninjured controls,,unrecognized,False,1,1,NCT04083794,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,United Kingdom,,unrecognized,False,1,1,NCT06456671,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Urethral Chlamydia,,unrecognized,False,1,1,NCT01836445,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Urethral Gonorrhea,,unrecognized,False,1,1,NCT01836445,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Use of condom,,unrecognized,False,1,1,NCT04233372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,VA Medical Centers,,unrecognized,False,1,1,NCT05319561,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,VALUE Study (non-randomized),,unrecognized,False,1,1,NCT03445988,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Vaccine Substudy,,unrecognized,False,1,1,NCT04006457,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Vaginal discomfort,,unrecognized,False,1,1,NCT03624972,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Vaginal lubrication,,unrecognized,False,1,1,NCT03624972,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Vaginal penetrations,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Vaginal sex,,unrecognized,False,1,1,NCT04233372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Values listed are mITT population,,unrecognized,False,1,1,NCT02766608,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Vehicle,,unrecognized,False,1,1,NCT02242760,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Vehicle QD,,unrecognized,False,1,1,NCT04040192,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Viagra,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Village of Winston Park,,unrecognized,False,1,1,NCT04037436,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Virgo Intacta (Years),,unrecognized,False,1,1,NCT01192282,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Volunteer Companion Guide,,unrecognized,False,1,1,NCT03896711,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,WRAIR Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Wave 1,,unrecognized,False,1,1,NCT02390557,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Wave 2,,unrecognized,False,1,1,NCT02390557,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Were heterosexul,,unrecognized,False,1,1,NCT02015637,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,With Active Cancer,,unrecognized,False,1,1,NCT05022563,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,With pneumococcal vaccination,,unrecognized,False,1,1,NCT03276754,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Without Active Cancer,,unrecognized,False,1,1,NCT05022563,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Without pneumococcal vaccination,,unrecognized,False,1,1,NCT03276754,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Worry about getting HIV ""all the time"" :",,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Worry about getting HIV ""often"" :",,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,XELJANZ (MTX adherent comparative safety analysis set),,unrecognized,False,1,1,NCT01932372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,XELJANZ (MTX adherent safety analysis set),,unrecognized,False,1,1,NCT01932372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,XELJANZ (Safety analysis set) and Control (MTX adherent comparative safety analysis set),,unrecognized,False,1,1,NCT01932372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,YMCA,,unrecognized,False,1,1,NCT04037436,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Year 2 Period,,unrecognized,False,1,1,NCT00955682,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Year 3 Period,,unrecognized,False,1,1,NCT00955682,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Year 4 Period,,unrecognized,False,1,1,NCT00955682,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Year 5 Period,,unrecognized,False,1,1,NCT00955682,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Youth Patients,,unrecognized,False,1,1,NCT05626231,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Youth gender,,unrecognized,False,1,1,NCT04734015,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Youth self-identified gender,,unrecognized,False,1,1,NCT04245501,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Youths,,unrecognized,False,1,1,NCT05835362,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Zilucoplan Sub-protocol,,unrecognized,False,1,1,NCT04590586,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,adolescent,,unrecognized,False,1,1,NCT05160948,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,alter,,unrecognized,False,1,1,NCT04568486,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,caregiver,,unrecognized,False,1,1,NCT05160948,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,family surrogates,,unrecognized,False,1,1,NCT02693665,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,mCRPC,,unrecognized,False,1,1,NCT05701007,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,mCSPC,,unrecognized,False,1,1,NCT05701007,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,mITT Analysis Set,,unrecognized,False,1,1,NCT04346628,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,mRCC - Axitinib,,unrecognized,False,1,1,NCT00700258,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,mRCC - Sunitinib,,unrecognized,False,1,1,NCT00700258,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,mRCC - Temsirolimus,,unrecognized,False,1,1,NCT00700258,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,modified Per Protocol Set,,unrecognized,False,1,1,NCT02603809,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,seed,,unrecognized,False,1,1,NCT04568486,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,smITT Analysis Set,,unrecognized,False,1,1,NCT04346628,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
