level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,first_seen,weeks_open,resolved,parser_rules_version
class,Between 18 and 65 years,,unrecognized,False,1,1,NCT00985010,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,BiRD Phase,,unrecognized,False,1,1,NCT01559935,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Biological Sex,,unrecognized,False,1,1,NCT04419168,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Blood Pressure and Lipid Studies,,unrecognized,False,1,1,NCT00542178,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Blood contact/exchange,,unrecognized,False,1,1,NCT04233372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Booster Period Month 49,,unrecognized,False,1,1,NCT00955682,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Booster Phase: Placebo,,unrecognized,False,1,1,NCT03970733,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Booster Phase: VLA15 with Alum higher dose,,unrecognized,False,1,1,NCT03970733,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Bovine Thrombin,,unrecognized,False,1,1,NCT02014402,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Brazil,,unrecognized,False,1,1,NCT04924660,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Brief Hyperoxia Response Analysis Population,,unrecognized,False,1,1,NCT00732199,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Broken condom,,unrecognized,False,1,1,NCT04233372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Bronchiolitis patients (Active Deimplementation Phase, for primary outcome)",,unrecognized,False,1,1,NCT05132322,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Bronchiolitis patients (Baseline Phase, for primary outcome)",,unrecognized,False,1,1,NCT05132322,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Bronchiolitis patients (Exploratory Phase, for exploratory outcomes)",,unrecognized,False,1,1,NCT05132322,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Bronchiolitis patients (Sustainment Phase, for primary outcome)",,unrecognized,False,1,1,NCT05132322,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CCHMC Base ED,,unrecognized,False,1,1,NCT01657344,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CCHMC Satellite ED,,unrecognized,False,1,1,NCT01657344,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CHOP Base ED,,unrecognized,False,1,1,NCT01657344,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CM,,unrecognized,False,1,1,NCT03758066,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CNMC Base ED,,unrecognized,False,1,1,NCT01657344,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CNMC Satellite ED,,unrecognized,False,1,1,NCT01657344,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,COS cycle 2,,unrecognized,False,1,1,NCT01956123,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,COS cycle 3,,unrecognized,False,1,1,NCT01956123,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,COVID-19,,unrecognized,False,1,1,NCT06141824,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,CRC-MSS,,unrecognized,False,1,1,NCT04208958,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cambodia,,unrecognized,False,1,1,NCT00440999,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Canada,,unrecognized,False,1,1,NCT06456671,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cancer Survivors,,unrecognized,False,1,1,NCT05702723,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Car Phase,,unrecognized,False,1,1,NCT01559935,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cardiac disorder,,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Partner sex,,unrecognized,False,1,1,NCT03283553,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Recipient,,unrecognized,False,1,1,NCT05527405,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Recipients (Korean Older Adults),,unrecognized,False,1,1,NCT03909347,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care partner (CP),,unrecognized,False,1,1,NCT03550131,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care recipient (CR),,unrecognized,False,1,1,NCT03550131,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care recipients,,unrecognized,False,1,1,NCT04418232,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Data,,unrecognized,False,1,1,NCT03988621,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver age,,unrecognized,False,1,1,NCT04010227,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver gender,,unrecognized,False,1,1,NCT04869085,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver in caregiver-child pair,,unrecognized,False,1,1,NCT01519453,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregivers (separate from patients),,unrecognized,False,1,1,NCT03540771,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregivers of adolescents,,unrecognized,False,1,1,NCT03557151,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregivers who completed surveys,,unrecognized,False,1,1,NCT05387564,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chemsex care programs affiliated with NGO,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chemsex recovery therapy groups or counseling,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child biological sex,,unrecognized,False,1,1,NCT05096611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child care center directors,,unrecognized,False,1,1,NCT03319927,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child care providers,,unrecognized,False,1,1,NCT03319927,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child gender,,unrecognized,False,1,1,NCT01816074,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child in caregiver-child pair,,unrecognized,False,1,1,NCT01519453,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Child with rare disease,,unrecognized,False,1,1,NCT04855734,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Children Sex,,unrecognized,False,1,1,NCT02395120,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Children participants,,unrecognized,False,1,1,NCT03294590,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chronic,,unrecognized,False,1,1,NCT02522429,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Chronic Hepatitis C patients,,unrecognized,False,1,1,NCT01600105,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ClinOleic,,unrecognized,False,1,1,NCT01943409,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic A,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic B,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic C,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic D,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic E,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic F,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic G,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic H,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic I,,unrecognized,False,1,1,NCT04107116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinic Staff,,unrecognized,False,1,1,NCT05472142,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Clinician Characteristics - Sex,,unrecognized,False,1,1,NCT05563714,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cognitively Normal,,unrecognized,False,1,1,NCT04057807,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Combination phase,,unrecognized,False,1,1,NCT02685709,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Communication Intervention,,unrecognized,False,1,1,NCT03599557,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Comparative analysis set,,unrecognized,False,1,1,NCT05796245,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Completed Data Collection for Aim 1,,unrecognized,False,1,1,NCT05586490,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Completed Data Collection for Aim 2,,unrecognized,False,1,1,NCT05586490,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Completed Data Collection for Aim 3,,unrecognized,False,1,1,NCT05586490,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Completed Trial (ITT),,unrecognized,False,1,1,NCT03081117,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Completed Trial (Per Protocol),,unrecognized,False,1,1,NCT03081117,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Completers,,unrecognized,False,1,1,NCT03621280,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Completing study,,unrecognized,False,1,1,NCT02768727,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Composite MSHQ,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Condomless anal sex,,unrecognized,False,1,1,NCT02248558,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Contact Clients,,unrecognized,False,1,1,NCT05343390,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Contact person participants,,unrecognized,False,1,1,NCT04520113,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Control Group,,unrecognized,False,1,1,NCT02798354,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Core trial period,,unrecognized,False,1,1,NCT05870540,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Count by sex,,unrecognized,False,1,1,NCT04872569,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Count of Participants,,unrecognized,False,1,1,NCT05735652,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Crisaborole 2% BID,,unrecognized,False,1,1,NCT04040192,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Crisaborole 2% QD,,unrecognized,False,1,1,NCT04040192,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Crohn's disease,,unrecognized,False,1,1,NCT03834051,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cross-over for Treatment Failure,,unrecognized,False,1,1,NCT03738566,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Crossover,,unrecognized,False,1,1,NCT02763826,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Cycle 1, Rasburicase",,unrecognized,False,1,1,NCT01200485,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Cytopenias,,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,DB Treatment Period,,unrecognized,False,1,1,NCT04556734,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,DBT Phase,,unrecognized,False,1,1,NCT03941834,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,DIVI Team,,unrecognized,False,1,1,NCT04152603,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,DPPOS Participants,,unrecognized,False,1,1,NCT00038727,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dabigatran vs Apixaban (matched pop),,unrecognized,False,1,1,NCT03026556,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dabigatran vs Rivaroxaban (matched pop),,unrecognized,False,1,1,NCT03026556,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dabigatran vs VKA (matched pop),,unrecognized,False,1,1,NCT02785354,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dabigatran vs VKA(matched pop),,unrecognized,False,1,1,NCT02240667,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dementia Caregiver,,unrecognized,False,1,1,NCT03896711,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Demisexual,,unrecognized,False,1,1,NCT06229132,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Demographics,,unrecognized,False,1,1,NCT03297645,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Demographics Across Arms,,unrecognized,False,1,1,NCT02981303,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Development of malignant tumor,,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dexmedetomidine,,unrecognized,False,1,1,NCT03284307,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Diagnostic Phase,,unrecognized,False,1,1,NCT01667562,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Discharge,,unrecognized,False,1,1,NCT02004366,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dose Escalation,,unrecognized,False,1,1,NCT02763826,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dose Optimization Phase,,unrecognized,False,1,1,NCT05631626,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double Blind Phase,,unrecognized,False,1,1,NCT04712669,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double Masked Period,,unrecognized,False,1,1,NCT04133311,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double blind phase,,unrecognized,False,1,1,NCT05445557,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double-Blind Controlled Trial,,unrecognized,False,1,1,NCT04629950,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double-Blind Period,,unrecognized,False,1,1,NCT02586623,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double-Blind Phase,,unrecognized,False,1,1,NCT05631626,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double-Blind Relapse Prevention,,unrecognized,False,1,1,NCT05014919,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double-Blind Sex,,unrecognized,False,1,1,NCT03323749,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double-Blind Withdrawal Period,,unrecognized,False,1,1,NCT05668754,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Double-blind period,,unrecognized,False,1,1,NCT04424927,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Dual Intervention,,unrecognized,False,1,1,NCT03316950,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Due to privacy concerns of single participant, data will not be shown for this outcome",,unrecognized,False,1,1,NCT04986072,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,EMPOWER Study (randomized),,unrecognized,False,1,1,NCT03445988,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Efficacy Population,,unrecognized,False,1,1,NCT02221869,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Either Sex,,unrecognized,False,1,1,NCT00491374,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ejaculation,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ejaculations,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Elders,,unrecognized,False,1,1,NCT02807506,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Enrolled Population,,unrecognized,False,1,1,NCT02221869,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Enrolled under Amendment 1~3,,unrecognized,False,1,1,NCT03298022,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Enrolled under Amendment 4,,unrecognized,False,1,1,NCT03298022,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Enteral feeding,,unrecognized,False,1,1,NCT03278847,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Erectile function,,unrecognized,False,1,1,NCT00351819,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Erection,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Erlotinib,,unrecognized,False,1,1,NCT01667562,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Escalation 100mg,,unrecognized,False,1,1,NCT04676529,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Escalation 150mg,,unrecognized,False,1,1,NCT04676529,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Escalation 200mg,,unrecognized,False,1,1,NCT04676529,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Escalation Phase,,unrecognized,False,1,1,NCT01693562,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Exploration Phase,,unrecognized,False,1,1,NCT01693562,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Extended Dosing Phase,,unrecognized,False,1,1,NCT03436797,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,FAS72+,,unrecognized,False,1,1,NCT03923426,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,FAS72-,,unrecognized,False,1,1,NCT03923426,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,FE-HS,,unrecognized,False,1,1,NCT04510090,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,FQHC 1,,unrecognized,False,1,1,NCT04514341,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,FQHC 2,,unrecognized,False,1,1,NCT04514341,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,FX Addendum,,unrecognized,False,1,1,NCT04091048,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Family Members,,unrecognized,False,1,1,NCT05340478,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Family caregivers,,unrecognized,False,1,1,NCT04238520,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Father participants,,unrecognized,False,1,1,NCT05374837,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Father sex (baseline),,unrecognized,False,1,1,NCT03548558,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Fathers' sex,,unrecognized,False,1,1,NCT02901665,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Fellow eyes,,unrecognized,False,1,1,NCT04200651,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,First line,,unrecognized,False,1,1,NCT03193866,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Flaxseed and Placebo Period,,unrecognized,False,1,1,NCT00956813,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Flu A,,unrecognized,False,1,1,NCT06141824,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Flu B,,unrecognized,False,1,1,NCT06141824,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Frail,,unrecognized,False,1,1,NCT03354546,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Full analysis set (FAS),,unrecognized,False,1,1,NCT02391116,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GA28948 Population,,unrecognized,False,1,1,NCT02163759,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GA28949 Population,,unrecognized,False,1,1,NCT02171429,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GHB/GBL,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GI perforation/obstruction,,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GIST,,unrecognized,False,1,1,NCT00464620,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GIST - Sunitinib,,unrecognized,False,1,1,NCT00700258,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gamblers,,unrecognized,False,1,1,NCT02240485,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gastric/GEJ,,unrecognized,False,1,1,NCT04208958,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Categorical,,unrecognized,False,1,1,NCT00547248,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Distribution,,unrecognized,False,1,1,NCT05294640,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Now,,unrecognized,False,1,1,NCT04014959,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender at Baseline (pre-MDA),,unrecognized,False,1,1,NCT01905423,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender at Birth,,unrecognized,False,1,1,NCT03636022,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender categorical,,unrecognized,False,1,1,NCT04190693,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender identification,,unrecognized,False,1,1,NCT02043015,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender of Child,,unrecognized,False,1,1,NCT05107726,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender of Child Participants,,unrecognized,False,1,1,NCT05209932,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender of Parent,,unrecognized,False,1,1,NCT05107726,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
